"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
149,"The November Man",39661919,25018119,63.1,14643800,36.9,2014,"Crime, Action, Thriller",6.114,1465,"en","United Kingdom, United States of America","Aug 27, 2014","Peter Devereaux (Pierce Brosnan), aka The November Man, is an extremely dangerous and highly trained ex-CIA agent.  Lured out of retirement for one last mission, Devereaux must protect Alice Fournier (Olga Kurylenko), a valuable witness who could expose a decades-long conspiracy. This assignment makes him a target of his former friend and CIA protégé David Mason (Luke Bracey). With growing suspicions of a mole in the agency, there is no one Devereaux can trust.",97,"Roger Donaldson","Michael Finch, Karl Gajdusek, Bill Granger","1 h 48 m",1,48,108,"2009-2016","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
151,"Sin City: A Dame to Kill For",39407616,13757804,34.9,25649812,65.1,2014,"Crime, Action, Thriller",6.386,3825,"en","United States of America","Aug 22, 2014","Sin City's most hard-boiled citizens cross paths with some of its more reviled inhabitants.",698,"Frank Miller, 
    
      Robert Rodriguez","Frank Miller","1 h 42 m",1,42,102,"2009-2016","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
152,"The Gambler",39280992,33680992,85.7,5600000,14.3,2014,"Thriller, Crime, Drama",6.007,1406,"en","United States of America","Dec 25, 2014","Jim Bennett (Mark Wahlberg) is a risk taker. Both an English professor and a high-stakes gambler, Bennett bets it all when he borrows from a gangster (Michael Kenneth Williams) and offers his own life as collateral. Always one step ahead, Bennett pits his creditor against the operator of a gambling ring (Alvin Ing) and leaves his dysfunctional relationship with his wealthy mother (Jessica Lange) in his wake. He plays both sides, immersing himself in an illicit, underground world while garnering the attention of Frank (John Goodman), a loan shark with a paternal interest in Bennett’s future. As his relationship with a student (Brie Larson) deepens, Bennett must take the ultimate risk for a second chance. [Paramount Pictures]",114,"Rupert Wyatt","William Monahan, James Toback","1 h 51 m",1,51,111,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
153,"Samba",39178695,151530,0.4,39027165,99.6,2014,"Drama, Comedy",6.339,934,"fr","France","Jul 24, 2015","When Samba (Omar Sy) is suddenly ordered to leave France, he enlists the help of Alice (Charlotte Gainsbourg), an emotionally vulnerable immigration advocate with little experience but plenty of heart. As the immigrant aspiring chef and the burned-out corporate executive tentatively explore an unexpected bond, they inspire each other to reinvent themselves in this vibrant comedy full of tender humor and heartfelt optimism. [Broad Green Pictures]",15,"Olivier Nakache, 
    
      Éric Toledano","Éric Toledano, Olivier Nakache, Delphine Coulin, Muriel Coulin","1 h 58 m",1,58,118,"2009-2016","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
156,"The Best of Me",38609668,26766213,69.3,11843455,30.7,2014,"Drama, Romance",7.5,2568,"en","United States of America","Oct 17, 2014","Former high school sweethearts Dawson and Amanda find themselves reunited after 20 years apart, when they return to their small town for the funeral of a beloved friend. Their bittersweet reunion reignites the love they've never forgotten, but soon they discover the forces that drove them apart twenty years ago live on, posing even more serious threats today. Spanning decades, this epic love story captures the enduring power of our first true love, and the wrenching choices we face when confronted with elusive second chances. [Relativity Media]",71,"Michael Hoffman","Nicholas Sparks, Will Fetters, J. Mills Goodloe","1 h 58 m",1,58,118,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
157,"Million Dollar Arm",38483455,36457627,94.7,2025828,5.3,2014,"Drama",6.729,613,"en","United States of America","May 16, 2014","In a last ditch effort to save his career as a sports agent, JB Bernstein (Jon Hamm) concocts a scheme to find baseball's next great pitching ace. Hoping to find a young cricket pitcher he can turn into a major league baseball star, JB travels to India to produce a reality show competition called ""Million Dollar Arm."" With the help of a cantankerous but eagle-eyed retired baseball scout (Alan Arkin) he discovers Dinesh (Madhur Mittal) and Rinku (Suraj Sharma), two 18 year old boys who have no idea about playing baseball, yet have a knack for throwing a fastball. Hoping to sign them to major league contracts and make a quick buck, JB brings the boys home to America to train. While the Americans are definitely out of their element in India - the boys, who have never left their rural villages - are equally challenged when they come to the States. As the boys learn the finer points of baseball, JB, with the help of his charming friend Brenda (Lake Bell), learns valuable life lessons about teamwork, commitment and what it means to be a family. [Walt Disney Pictures]",81,"Craig Gillespie","Tom McCarthy","2 h 4 m",2,4,124,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
159,"Devil's Due",36921560,15821461,42.9,21100099,57.1,2014,"Horror",4.604,518,"en","United States of America","Jan 17, 2014","After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy. While recording everything for posterity, the husband begins to notice odd behavior in his wife that they initially write off to nerves, but, as the months pass, it becomes evident that the dark changes to her body and mind have a much more sinister origin.",75,"Matt Bettinelli-Olpin, 
    
      Tyler Gillett","Lindsay Devlin","1 h 29 m",1,29,89,"2009-2016","Horror",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
160,"A Most Wanted Man",36233517,17237855,47.6,18995662,52.4,2014,"Thriller",6.476,1349,"en","Belgium, Germany, United Kingdom, United States of America","Jul 25, 2014","When a half-Chechen, half-Russian immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill-gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?",170,"Anton Corbijn","Andrew Bovell, John le Carré, Stephen Cornwell","2 h 2 m",2,2,122,"2009-2016","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
161,"Kundo: Age of the Rampant",35941291,280958,0.8,35660333,99.2,2014,"Action, Drama",6.7,119,"ko","South Korea","Aug 29, 2014","1859. The last days of the Joseon Dynasty, where the wages of greed bring poverty and death. A pack of bandits – calling themselves Kundo - rise against the tyrants, stealing from the rich and giving to the poor. In an era where status is decided by birth, this band of thieves risks their lives for honor, in the name of the poor and oppressed. But for one man, a debt of bloody revenge is owed to the aristocrat that robbed him of his family and his name. [Well Go USA]",8,"Jong-bin Yoon","Cheol-Hong Jeon, Jong-bin Yoon","2 h 17 m",2,17,137,"2009-2016","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"The Water Diviner",35396641,4196641,11.9,31200000,88.1,2014,"War, Drama",6.811,1229,"en","Australia, United States of America","Apr 24, 2015","In 1919, Australian farmer Joshua Connor (Russell Crowe) goes in search of his three missing sons, last known to have fought against the Turks in the bloody Battle of Gallipoli. Arriving in Istanbul, he is thrust into a vastly different world, where he encounters others who have suffered their own losses in the conflict: Ayshe (Olga Kurylenko), a strikingly beautiful but guarded hotelier raising a child alone; her young, spirited son, Orhan (Dylan Georgiades), who finds a friend in Connor; and Major Hasan (Yilmaz Erdo?an), a Turkish officer who fought against Connor’s boys and who may be this father’s only hope. With seemingly insurmountable obstacles in his path, Connor must travel across the battle-scarred Turkish landscape to find the truth and his own peace.",77,"Russell Crowe","Andrew Knight, Andrew Anastasios","1 h 51 m",1,51,111,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
164,"When Marnie Was There",34949567,561085,1.6,34388482,98.4,2014,"Animation, Drama, Family, Mystery",7.94,1794,"ja","Japan","May 22, 2015","Sent from her foster home in the city one summer to a sleepy town by the sea in Hokkaido, Anna dreams her days away among the marshes. She believes she’s outside the invisible magic circle to which most people belong – and shuts herself off from everyone around her, wearing her “ordinary face”. Anna never expected to meet a friend like Marnie, who does not judge Anna for being just what she is. But no sooner has Anna learned the loveliness of friendship than she begins to wonder about her newfound friend. [GKIDS]",140,"Hiromasa Yonebayashi","Joan G. Robinson, Keiko Niwa, Masashi Andô, Hiromasa Yonebayashi","1 h 43 m",1,43,103,"2009-2016","Animation",6.54830329153605,156739315.50209,"High Rating & Low Gross"
165,"Endless Love",34718173,23438250,67.5,11279923,32.5,2014,"Drama, Romance",6.907,1690,"en","United States of America","Feb 14, 2014","The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.",81,"Shana Feste","Shana Feste, Joshua Safran, Scott Spencer","1 h 44 m",1,44,104,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
165,"Endless Love",34718173,23438250,67.5,11279923,32.5,2014,"Drama, Romance",6.907,1690,"en","United States of America","Feb 14, 2014","The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.",81,"Shana Feste","Shana Feste, Joshua Safran, Scott Spencer","1 h 44 m",1,44,104,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
165,"Endless Love",34718173,23438250,67.5,11279923,32.5,2014,"Drama, Romance",6.907,1690,"en","United States of America","Jul 17, 1981","A high school student's (Martin Hewitt) love for a 15-year-old girl (Brooke Shields) is thwarted by parental disapproval, circumstance and accident.",81,"Shana Feste","Shana Feste, Joshua Safran, Scott Spencer","1 h 44 m",1,44,104,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
165,"Endless Love",34718173,23438250,67.5,11279923,32.5,2014,"Drama, Romance",6.907,1690,"en","United States of America","Jul 17, 1981","A high school student's (Martin Hewitt) love for a 15-year-old girl (Brooke Shields) is thwarted by parental disapproval, circumstance and accident.",81,"Shana Feste","Shana Feste, Joshua Safran, Scott Spencer","1 h 44 m",1,44,104,"2009-2016","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
169,"Get on Up",33448971,30703100,91.8,2745871,8.2,2014,"Drama, Music",6.758,516,"en","United States of America","Aug 1, 2014","A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians of the 20th century.",83,"Tate Taylor","Jez Butterworth, John-Henry Butterworth, Steven Baigelman","2 h 19 m",2,19,139,"2009-2016","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
175,"Wild Tales",31478893,3106530,9.9,28372363,90.1,2014,"Drama, Thriller, Comedy",7.9,3387,"es","Argentina, Spain","Feb 20, 2015","Vulnerable in the face of a reality that suddenly shifts and becomes unpredictable, the characters of Wild Tales cross the thin line that divides civilization and barbarism.  A lover's betrayal, a return to a repressed past and the violence woven into everyday life drive the characters to madness as they cede to the undeniable pleasure of losing control.",251,"Damián Szifron","Julian Loyola, Damián Szifron, Germán Servidio","2 h 2 m",2,2,122,"2009-2016","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
